text,Borough,hate_pred,date,latitude,longitude
 you re right about the reminder re vaccines but there is no chance that chinese despot is going anywhere  he ll mow his people down before he allows his demise to happen  ,Bromley,racism,2022-11-28 12:23:48+00:00,51.4028046,0.0148142
 how dare the chinese arrest journalists  what kind of country is it     ,London,racism,2022-11-28 10:49:30+00:00,51.5073359,-0.12765
  also the reasons a larger number of people in china may die if zero covid ends are all the fault of the government there  n n   less effective chinese vaccines often used n   vaccine scepticism among older chinese being very high n   very low number of icu beds per capita,Barnet,racism,2022-11-28 10:29:00+00:00,51.65309,-0.2002261
  keep your ridiculous religion out of schools   ,Poplar,religion,2022-11-28 09:53:27+00:00,51.5110713,-0.0144629
 useful idiot,Barnet,disability,2022-11-28 08:30:11+00:00,51.65309,-0.2002261
i hate men,Lambeth,sexism,2022-11-28 08:29:17+00:00,51.4952111,-0.1163354
nice girl  worthy winner but please stop bigging up the wimmin s football as if it s top level sport #gmb,Paddington,sexism,2022-11-28 08:25:20+00:00,51.5154795,-0.175365
 what about human beings  what about your citizens  what about #cats  amp  #dogs  what about the #christians  amp  #catholics  what about #uyghurs  n#china has committed crimes against humanity  we resist the xi #ccpvirus globally until #china frees all #uyghurs #       nshame on you   ,City of London,racism,2022-11-28 07:42:35+00:00,51.5156177,-0.0919983
what s happening in china is astounding   protests are extremely rare and they ve now spread to some of the country s biggest cities   over the detested covid rules yes  rest of world has moved on  but also a serious test of ccp governance   how will the authorities respond ,Richmond,racism,2022-11-28 07:15:36+00:00,51.4613531,-0.3032767
covid vaccines are worthless   n nsee china   ,Lambeth,racism,2022-11-27 23:53:07+00:00,51.4952111,-0.1163354
  yes  let s vote the chinese govt out  not the govt that was responsible for moving far too slowly at every turn and wasted billions of  s unnecessarily on useless schemes and gifts to close friends who had zero experience or knowledge  how about those facts ,Bromley,racism,2022-11-27 22:00:35+00:00,51.4028046,0.0148142
disgusting ccp thugs arresting a british journalist must have consequences  n nimagine beijing s reaction if we arrest a chinese hack in london  n nthe problem is china has the backing of the global elite  too much influence around the world   sxrbuzp,London,racism,2022-11-27 20:59:02+00:00,51.5073359,-0.12765
nigeria rats have finally entered india  or should i say india is learning work from nigeria    s fvk,London,racism,2022-11-27 20:55:06+00:00,51.5073359,-0.12765
   women are much worse   moan moan moan  so shut it with your misandry ,Camberwell,sexism,2022-11-27 19:48:13+00:00,51.4745706,-0.0925416
even protect a wife bearing councillor   ,Croydon,sexism,2022-11-27 18:19:58+00:00,51.3713049,-0.101957
 women be reading profiles and looking at photos  many men just blindly swipe and then look in detail after a match    n#onlinedating,London,sexism,2022-11-27 16:32:35+00:00,51.5073359,-0.12765
 shocking another execution when is this barbarry going to end  an eye for an eye is not even christian its jewish  the murders killed a man like them but hid behind the courts  cowards ,Barnet,religion,2022-11-27 16:28:30+00:00,51.65309,-0.2002261
  the ccp forces are struggling to crush the chinese protests  n nthe population are no longer obeying and blindly following orders  n ncollectivism is dangerous   s afbrqwb,London,racism,2022-11-27 15:45:29+00:00,51.5073359,-0.12765
 uneducated,Poplar,disability,2022-11-27 14:23:44+00:00,51.5110713,-0.0144629
make sure this goes wide and far  the chinese gov does not want the world knowing that their people do not agree with their heinous policies   ,Lambeth,racism,2022-11-27 13:51:28+00:00,51.4952111,-0.1163354
 i applaud the people of #wuhan  but i m genuinely afraid for their safety  china do not care about #humanrights  lives will be lost ,Islington,racism,2022-11-27 12:42:56+00:00,51.5384287,-0.0999051
  i think from faggot a bundle of sticks which a bassoon supposedly resembles,Bromley,sexual_orientation,2022-11-27 11:45:55+00:00,51.4028046,0.0148142
 complete bigoted  homophobic maga turd ,Hounslow,sexual_orientation,2022-11-27 11:19:53+00:00,51.4686132,-0.3613471
     i would love to get my hands on these bastards,Croydon,racism,2022-11-27 11:18:47+00:00,51.3713049,-0.101957
horrible cunts     ,London,sexism,2022-11-27 10:47:42+00:00,51.5073359,-0.12765
  i am glad that the corrupt state of qatar has paid heavily to shine the spotlight on itself  and show the world exactly what it is   ,Lewisham,racism,2022-11-27 10:16:55+00:00,51.4624292,-0.0101787
oh fuck off china  what raw bats have you been eating now  gonna fuck us all over again  ,Barnet,racism,2022-11-27 06:32:17+00:00,51.65309,-0.2002261
 blame pentagon for such a madness of sending live anthrax by fedex  not by a us military aircraft  it happened in      with media coverages and investigations  because of this  the world should assume any anthrax incidents are caused by us army lab in dougway proving ground ,Paddington,racism,2022-11-27 06:25:56+00:00,51.5154795,-0.175365
mal might be the illest nigga of all time,Lewisham,racism,2022-11-27 01:16:46+00:00,51.4624292,-0.0101787
 only cool dogs grace the paths of china town     ,Camden Town,racism,2022-11-26 23:26:57+00:00,51.5423045,-0.1395604
would love to find a girl with a lush tucked up pussy to collaborate with    ,Croydon,sexism,2022-11-26 22:45:22+00:00,51.3713049,-0.101957
if my wife is on her feet all day  her feet hurt   nsitting down all day however i m the pain in the ass  n ngo figure,Bromley,sexism,2022-11-26 22:01:08+00:00,51.4028046,0.0148142
china covid lockdowns again as friendly ccp  chinese thuggee real cops      move to next riot    shuhj,Camden Town,racism,2022-11-26 20:24:01+00:00,51.5423045,-0.1395604
this lady told me  it s nice when boys know how to cook  ,Poplar,sexism,2022-11-26 19:33:32+00:00,51.5110713,-0.0144629
 are you retarded,London,disability,2022-11-26 18:42:29+00:00,51.5073359,-0.12765
 twat ,Camberwell,sexism,2022-11-26 17:56:14+00:00,51.4745706,-0.0925416
this woman disgusts me  ,Barnet,sexism,2022-11-26 17:32:55+00:00,51.65309,-0.2002261
festive faggotry  ,Romford,sexual_orientation,2022-11-26 17:00:16+00:00,51.5760462,0.1822646
 why is china using antiquated ideas to control a virus  do they not know viruses cannot be controlled the more you try the worse they get  lockdwns masks were all used in the plague in   c it didnt work then or now  ppl need to be outside ,Barnet,racism,2022-11-26 16:44:11+00:00,51.65309,-0.2002261
   years since the soviet man made famine that targeted ukrainians  the kremlin once again uses genocidal practices against ukraine  n nwatch our video with  to learn more about the holodomor  amp  the urgency of understanding this history today  s c   s ejwaqia,Camden Town,racism,2022-11-26 16:02:21+00:00,51.5423045,-0.1395604
 wtf about men ,Richmond,sexism,2022-11-26 14:13:25+00:00,51.4613531,-0.3032767
send all these dirty scumbags back to there own country         ,Romford,racism,2022-11-26 11:17:48+00:00,51.5760462,0.1822646
fascinated by this china s    storey pig skyscraper ready to slaughter   million pigs a year  sngf qnde potential reuse strategy for post war office blocks    wd have been perfect for #wellbeckcarpark and i love staring at pigs  v therapeutic ,Camberwell,racism,2022-11-26 09:21:30+00:00,51.4745706,-0.0925416
  or pantomime dames being played by men  and prince charming played by a girl,Barnet,sexism,2022-11-26 07:40:09+00:00,51.65309,-0.2002261
i think women hate it when there s too much peace in a relationship        ,London,sexism,2022-11-26 05:18:13+00:00,51.5073359,-0.12765
 sees a penis  n this bitch s pussy is inverted ,Poplar,sexism,2022-11-26 00:41:54+00:00,51.5110713,-0.0144629
stupid cunt  s,Hackney,sexism,2022-11-25 22:42:49+00:00,51.5432402,-0.0493621
 covid  amp  putin get the blame for everything  ,Lambeth,racism,2022-11-25 22:26:09+00:00,51.4952111,-0.1163354
fuck qatari abuses against migrant workers and gay rights     n nfuck  and  for hosting it there  fuck you for putting it on fans to decide  and fuck you for not letting the players wear a fucking armband  cowardly  weak  cunts  n n #engusa n n              n n#onelove  ,Lambeth,racism,2022-11-25 19:02:43+00:00,51.4952111,-0.1163354
pls batter these inbreds  ,Camberwell,racism,2022-11-25 18:47:38+00:00,51.4745706,-0.0925416
fuck these stinking fat yanks,Hounslow,racism,2022-11-25 18:37:19+00:00,51.4686132,-0.3613471
fem yutes  ,Hackney,sexism,2022-11-25 18:23:42+00:00,51.5432402,-0.0493621
under an hour before we teach these colonial ingrates a fucking lesson  lads   bristling atmosphere in the local  they ve even banned all american music from the jukebox ,Camberwell,racism,2022-11-25 18:18:51+00:00,51.4745706,-0.0925416
 at my work there is a basket of female sanitary products in the male toilets,Islington,sexism,2022-11-25 18:03:41+00:00,51.5384287,-0.0999051
 boys are immature  but a man is not ,Wandsworth,sexism,2022-11-25 17:46:00+00:00,51.4570271,-0.1932607
 time to put our disgusting creation down ,Hillingdon,racism,2022-11-25 17:45:18+00:00,51.542519299999995,-0.44833493117949663
women  men universally dislike her  ,Hackney,sexism,2022-11-25 15:57:10+00:00,51.5432402,-0.0493621
cunt trying cos they lost    s ,Poplar,sexism,2022-11-25 15:36:13+00:00,51.5110713,-0.0144629
 looks stupid   ,Hounslow,disability,2022-11-25 15:31:44+00:00,51.4686132,-0.3613471
men are so fucking weird,Poplar,sexism,2022-11-25 15:18:37+00:00,51.5110713,-0.0144629
 but what is a girl  women  though             ,Lewisham,sexism,2022-11-25 12:55:56+00:00,51.4624292,-0.0101787
if a girl tells me a man left her it s a tell tale sign that i don t want nothing to do with her  scw oak,Hackney,sexism,2022-11-25 12:53:45+00:00,51.5432402,-0.0493621
    men are so weird ,Croydon,sexism,2022-11-25 12:28:56+00:00,51.3713049,-0.101957
  fatties are awfully difficult to kill ,Wandsworth,sexism,2022-11-25 11:53:30+00:00,51.4570271,-0.1932607
a shower of gross  moronic  and poorly dressed aresholes  never liked any of them and now i feel vindicated  they murder gays in chechnya  pillocks   ,Lambeth,religion,2022-11-25 08:58:10+00:00,51.4952111,-0.1163354
  weird cunt james,Romford,sexism,2022-11-25 08:45:24+00:00,51.5760462,0.1822646
if governments go ahead with their cbdcs and try to impose them  i will spend the rest of my life getting as much computer science knowledge as i can to hack their system and give everybody a   million balance in their government shitcoin  nmark my words ,Paddington,racism,2022-11-25 08:15:20+00:00,51.5154795,-0.175365
 freeloader  amp  delusional,Islington,disability,2022-11-25 05:11:52+00:00,51.5384287,-0.0999051
 a woman    ,London,sexism,2022-11-24 23:33:43+00:00,51.5073359,-0.12765
a woman needs to make her man s   hard  not his life  so he will make her   wet  not her eyes ,London,sexism,2022-11-24 23:31:10+00:00,51.5073359,-0.12765
 well the number of han in tibet  now outnumber the locals as part of an ethnic replacement plan  china is an imperial ethno centric project   nminorities in the main part of china identify as han when they are not  because of the shame and disadvantages not being han confers ,Lambeth,racism,2022-11-24 22:17:44+00:00,51.4952111,-0.1163354
 fag break between warzone games  ,Romford,sexual_orientation,2022-11-24 21:25:46+00:00,51.5760462,0.1822646
 when watching the said male player in the mens world cup scoring a goal in the  th mens world cup surely to god you dont have to mention a lady done it before,Barnet,sexism,2022-11-24 20:57:12+00:00,51.65309,-0.2002261
happy thanksgiving  ya  filthy animals n n#turkeyday #thanksgiving #gordonramsay #fox #nextlevelchef #hashtagwhore #anamericaninlondon  ,Hammersmith,racism,2022-11-24 20:46:51+00:00,51.4920377,-0.2236401
the barbaric eritrean forces must get out of  #tigray a s a p      they are trained to loot  rape and to be murderers  #tigraygenocide   ,Hammersmith,religion,2022-11-24 18:48:02+00:00,51.4920377,-0.2236401
happy thanksgiving  you ungrateful colonials    #godblessamerica  ,London,racism,2022-11-24 18:31:43+00:00,51.5073359,-0.12765
 very smart ,Lewisham,disability,2022-11-24 18:01:36+00:00,51.4624292,-0.0101787
 very big idiot,Camberwell,disability,2022-11-24 17:40:33+00:00,51.4745706,-0.0925416
 the photo alone is enough to give a girl a yeast infection ,Hackney,sexism,2022-11-24 17:26:38+00:00,51.5432402,-0.0493621
  how do you fill the water bottle or top up the oil  do get a man to do it because your a little girl   grow up its nothing to be proud of ,Camberwell,sexism,2022-11-24 17:25:19+00:00,51.4745706,-0.0925416
i hate men  s,Camberwell,sexism,2022-11-24 12:57:45+00:00,51.4745706,-0.0925416
#istandwithjohnnydepp    n nkeep digging that hole #amberheard  china are looking forward to meeting you   ,Islington,racism,2022-11-24 10:21:31+00:00,51.5384287,-0.0999051
real men train legs    ,Hounslow,sexism,2022-11-24 08:25:35+00:00,51.4686132,-0.3613471
 why invite the chinese secret service along           ,Lewisham,racism,2022-11-24 05:37:01+00:00,51.4624292,-0.0101787
 i will take a female only line any day,Paddington,sexism,2022-11-23 23:49:53+00:00,51.5154795,-0.175365
   always leave men whilst doing diy type jobs lol,Romford,sexism,2022-11-23 20:15:29+00:00,51.5760462,0.1822646
 ask china,London,racism,2022-11-23 20:06:46+00:00,51.5073359,-0.12765
   ccc will do worse if given cio  army and police   if you look at their intolerance and aggression towards people with divergent opinion,Camberwell,racism,2022-11-23 19:27:25+00:00,51.4745706,-0.0925416
cunts not even welsh  ,Poplar,sexism,2022-11-23 19:23:06+00:00,51.5110713,-0.0144629
  embarrassing  men s footy like sunday league   ,Bromley,sexism,2022-11-23 18:19:01+00:00,51.4028046,0.0148142
fucking idiot tweet jesus christ  ,Camberwell,disability,2022-11-23 18:05:49+00:00,51.4745706,-0.0925416
women lie unprovoked  ,Croydon,sexism,2022-11-23 17:20:50+00:00,51.3713049,-0.101957
    fuck off cunt ,Hillingdon,sexism,2022-11-23 17:14:52+00:00,51.542519299999995,-0.44833493117949663
bitches that lie for no reason  ,Camden Town,sexism,2022-11-23 16:59:05+00:00,51.5423045,-0.1395604
 another femi flop,Poplar,sexism,2022-11-23 13:34:37+00:00,51.5110713,-0.0144629
  said no mongol warlord ever ,Lambeth,disability,2022-11-23 09:21:24+00:00,51.4952111,-0.1163354
weather as cold as a woman s heart ,Wandsworth,sexism,2022-11-23 09:15:14+00:00,51.4570271,-0.1932607
    could be also be wanting to get in a woman s prison after conviction ,Camden Town,sexism,2022-11-23 08:55:14+00:00,51.5423045,-0.1395604
                   sick  sick  sick  psycho  killing wild animals increases #globalwarming,Hillingdon,racism,2022-11-23 00:14:47+00:00,51.542519299999995,-0.44833493117949663
fuck the french  up the green and gold,Camberwell,racism,2022-11-22 18:57:06+00:00,51.4745706,-0.0925416
 speaking scientifically  xy chromosomes are less stable than xx because in females the x chromosome has a backup  one might therefore expect male art to be crazier than female art ,Camden Town,sexism,2022-11-22 17:05:05+00:00,51.5423045,-0.1395604
female commentator  strangley no alternative commentary available  have switched off  #getwokegobroke #bbcworldcup,Paddington,sexism,2022-11-22 15:59:23+00:00,51.5154795,-0.175365
    years of chinese communist party  its mark on modern china   cna doc     syk via ,Camberwell,racism,2022-11-22 15:55:49+00:00,51.4745706,-0.0925416
how did communism start in china    the war that changed the world   tim     ,Camberwell,racism,2022-11-22 15:53:42+00:00,51.4745706,-0.0925416
the origins of communist china s war with taiwan   secrets of war   time     spbefu via ,Camberwell,racism,2022-11-22 15:50:31+00:00,51.4745706,-0.0925416
     go and play with the girls   we the men are talking about football  ,Hillingdon,sexism,2022-11-22 15:32:41+00:00,51.542519299999995,-0.44833493117949663
  but  twats  will do in the interim  ,London,sexism,2022-11-22 14:57:32+00:00,51.5073359,-0.12765
everybody it seems  i m talking some believers  tip toe around unbelievers  many if whom are unbelievabley wicked  because they afraid of offending them  furthermore when these same heathens desire to kill the people of god and their children we allow them to spout their vermin,Romford,religion,2022-11-22 14:07:31+00:00,51.5760462,0.1822646
being a man seems easy  all you gotta do is lie  amp  get haircuts ,Hammersmith,sexism,2022-11-22 11:47:47+00:00,51.4920377,-0.2236401
  come to europe  we ll put you in zoo for    years  sick creatures like yourself should be shown to civilized society as an attraction ,Hillingdon,racism,2022-11-22 09:06:44+00:00,51.542519299999995,-0.44833493117949663
   disputed questions on truth  ndiscuss  ncan a man   even in a bbc   ncompetition ever be a woman  nthe sooner the bbc is defunded the better ,Camden Town,sexism,2022-11-22 08:27:36+00:00,51.5423045,-0.1395604
 seriously  wtf is wrong with people  men   it s embarrassing ,Bromley,sexism,2022-11-22 08:08:58+00:00,51.4028046,0.0148142
confused as to why folks are bothered  amp  upset that  is running twitter n nconvenient how they all forget that the chinese communist party own #tiktok  amp  controls everything they see  amp  do n nbut hey        swgj g,London,racism,2022-11-22 07:32:56+00:00,51.5073359,-0.12765
 nice one  nbut we must also ostracise our own qatar scandals   eg the shard owned by qatar  amp  even worse #newcastleunited drenched with the homophobic  climate trashing  misogynistic saudi dictatorship s blood money     ,Camberwell,racism,2022-11-22 07:23:40+00:00,51.4745706,-0.0925416
  the intention of their religion is to take over the western world   they hate infidels and their religion preaches this  people might laugh at this now   but it s already happening ,Wandsworth,religion,2022-11-22 02:18:04+00:00,51.4570271,-0.1932607
 massive dyke energy ,Lambeth,sexual_orientation,2022-11-21 21:54:12+00:00,51.4952111,-0.1163354
 he doesn t have any right to be in a women s toilet  because he isn t a women  unless he s cleaning it          ,Lewisham,sexism,2022-11-21 21:31:40+00:00,51.4624292,-0.0101787
    you stupid cunt   ,Hillingdon,sexism,2022-11-21 19:52:13+00:00,51.542519299999995,-0.44833493117949663
 i want technocratic rule   n nwhy would i want emotional flag twat rule ,Islington,sexism,2022-11-21 19:46:50+00:00,51.5384287,-0.0999051
    okay bitch,Paddington,sexism,2022-11-21 19:07:44+00:00,51.5154795,-0.175365
in your face #fifaworldcup #qatarworldcup     #qatar     trust a woman to lead the way   you totally rock       ,Barnet,sexism,2022-11-21 19:03:37+00:00,51.65309,-0.2002261
coverage was great but disappointed that  wasn t joined by a female commentator for englands match on  i thought  the boys club days were over  itv wales coverages is more balanced ,City of London,sexism,2022-11-21 18:27:38+00:00,51.5156177,-0.0919983
 china the latest bogeyman  this is an economic decision  probably based on us instruction ,Lewisham,racism,2022-11-21 17:30:17+00:00,51.4624292,-0.0101787
 twat xx  ,Lambeth,sexism,2022-11-21 16:52:22+00:00,51.4952111,-0.1163354
in shaa allah iran win today  lt   fucking dirty kuffar english bastards deserve nothing but misery,Islington,racism,2022-11-21 13:13:55+00:00,51.5384287,-0.0999051
 indeed  idiots ,Lambeth,disability,2022-11-21 13:08:54+00:00,51.4952111,-0.1163354
as a man  why have u got a basket inda supermarket   juggle datt shit in ur hands,Camberwell,sexism,2022-11-21 12:52:42+00:00,51.4745706,-0.0925416
    utter twats ,Camberwell,sexism,2022-11-21 12:05:26+00:00,51.4745706,-0.0925416
it all started with china  amp  look what they re introducing now         smg rq upd,Romford,racism,2022-11-21 10:52:22+00:00,51.5760462,0.1822646
           muslims r good at it  they murdered my younger brother  a hindu  a teacher in a ghastly way n disposed d body to destroy all evidence but could not fully wash d blood hindus must beware muslims  my brother s murderers were his   friends   if u trust a muslim think twice about it ,London,religion,2022-11-21 10:02:03+00:00,51.5073359,-0.12765
 just told the world f# k the muslims  ,Hammersmith,religion,2022-11-21 09:59:11+00:00,51.4920377,-0.2236401
 stay there  arrogant ignorant ,Hackney,disability,2022-11-21 09:58:11+00:00,51.5432402,-0.0493621
bloody bellend ,Camden Town,sexism,2022-11-21 09:50:07+00:00,51.5423045,-0.1395604
   sm gkyh kx nnot true  china seems to be outperforming everyone  education seems the key  suddenly they are the threat to world peace ,Lewisham,racism,2022-11-21 08:22:34+00:00,51.4624292,-0.0101787
  point missing twats     ,Lambeth,sexism,2022-11-21 07:38:19+00:00,51.4952111,-0.1163354
seaworld mistreated dolphins until they attacked each other during a show  it must send the animals to a sanctuary   ,Lambeth,racism,2022-11-21 05:14:05+00:00,51.4952111,-0.1163354
some twat pretends to shred   k and everybody goes mental life goes on   ,Hammersmith,sexism,2022-11-20 23:52:02+00:00,51.4920377,-0.2236401
i hope he gets put in qatari prison    ,City of London,racism,2022-11-20 17:09:37+00:00,51.5156177,-0.0919983
 cute little nazi  fuck ukraine,London,religion,2022-11-20 16:11:40+00:00,51.5073359,-0.12765
you corrupt  vile  hideous people    #fifaworldcup     #worldcup    ,Lewisham,religion,2022-11-20 16:08:40+00:00,51.4624292,-0.0101787
  would not put it past the ccp to look to cloning   artificial wombs etc ,Richmond,racism,2022-11-20 15:33:39+00:00,51.4613531,-0.3032767
he starved his pets to death until their eyeballs rotted away  he must never own animals again  #care   syicl n n#animalmanifesto #endspeciesism  nmentally sick humans should not be in contact with any other living sentient creatures under any circumtances ,Islington,religion,2022-11-20 13:21:22+00:00,51.5384287,-0.0999051
  shame on these men ,Lambeth,sexism,2022-11-20 13:19:16+00:00,51.4952111,-0.1163354
silly cunt dropping woman an kids needs putting down  soqwrzll,Lambeth,sexism,2022-11-20 13:11:24+00:00,51.4952111,-0.1163354
 unless you re a woman  ,Hillingdon,sexism,2022-11-20 12:26:26+00:00,51.542519299999995,-0.44833493117949663
  can i unwatch that crap too   please tell me where i can unwatch that horrible horrible piece of crap  ,Islington,racism,2022-11-20 10:45:55+00:00,51.5384287,-0.0999051
 the  lying flat  movement   which calls on young workers and professionals to drop out of the rat race   is resisting ccp calls for  continued struggle   chinese people are not as compliant as westerners often tend to believe   n n ,Croydon,racism,2022-11-20 10:10:29+00:00,51.3713049,-0.101957
 this man needs to understand that the drc will come stronger and surely the winner of this unjust war  they may humiliate us today but they will very soon pay for the suffering that they are putting the congolese people under ,Romford,racism,2022-11-20 08:54:32+00:00,51.5760462,0.1822646
   so the wef can walk in and steal our country,Islington,racism,2022-11-20 04:05:45+00:00,51.5384287,-0.0999051
  complete clueless cunt ,Islington,sexism,2022-11-20 02:06:02+00:00,51.5384287,-0.0999051
 men fail to find the clitoris    ,Hammersmith,sexism,2022-11-20 00:52:49+00:00,51.4920377,-0.2236401
time lapse photography shows the whole process  qatar world cup main stadium built by china   n#worldcup #football #worldcup      n#qatar      n  ,Islington,racism,2022-11-20 00:46:42+00:00,51.5384287,-0.0999051
   i agree  they should vaccinate all men monthly so they don t produce unwanted kids ,London,sexism,2022-11-19 22:56:18+00:00,51.5073359,-0.12765
 shame  shame  shame  colonialism at its peak   now let s conclude who is the terrorist   ,Paddington,racism,2022-11-19 21:55:40+00:00,51.5154795,-0.175365
 because there is something called  envy  and women like to express it more than men  the harsh truth ,Camberwell,sexism,2022-11-19 21:01:53+00:00,51.4745706,-0.0925416
 nah guy no be woman na  ,Lewisham,sexism,2022-11-19 20:06:12+00:00,51.4624292,-0.0101787
  twats on the pitch ,Islington,sexism,2022-11-19 19:23:06+00:00,51.5384287,-0.0999051
nothing will change with those pathetic racist snobs  it s so funny how centuries change just not racism  this is the white man s weak version of strength  name calling  n ,London,racism,2022-11-19 18:29:32+00:00,51.5073359,-0.12765
just like most men have no interest in womens football  ,Romford,sexism,2022-11-19 17:33:20+00:00,51.5760462,0.1822646
 kin hell we re shite against    men,Wandsworth,sexism,2022-11-19 16:36:01+00:00,51.4570271,-0.1932607
  brain dead comment,Croydon,disability,2022-11-19 15:47:34+00:00,51.3713049,-0.101957
  the complicit club  self gaslighting  you are a member  and the very reason this clown show continues in perpetuity  the vax was not created for c    c   was created to bring in the vax  the globalist regime is in plain sight  amp  you are standing up for one of their foot soldiers ,Richmond,racism,2022-11-19 15:36:52+00:00,51.4613531,-0.3032767
 very smart ,Camden Town,disability,2022-11-19 15:19:28+00:00,51.5423045,-0.1395604
 very smart ,Bromley,disability,2022-11-19 09:04:50+00:00,51.4028046,0.0148142
  is it mainly boys behaviour  i ask because i live next door to a private girls school and their behaviour is impeccable ,Wandsworth,sexism,2022-11-19 09:01:11+00:00,51.4570271,-0.1932607
 quick question    do girls need to fuck a guy a few times to tell if they actually like them or not  hmm,Hounslow,sexism,2022-11-19 07:08:17+00:00,51.4686132,-0.3613471
 its travel not beer  amp  fags,Camberwell,sexual_orientation,2022-11-18 23:15:07+00:00,51.4745706,-0.0925416
people like #matthanock more than female journalists  #charlenewhite #imacelebrity #eviction,Poplar,sexism,2022-11-18 22:38:21+00:00,51.5110713,-0.0144629
men are people born not worn ,Camden Town,sexism,2022-11-18 22:00:37+00:00,51.5423045,-0.1395604
lots to criticise  about but calling china a  coercive autocracy  isn t one of them  ,Islington,racism,2022-11-18 21:57:10+00:00,51.5384287,-0.0999051
  pervert  n nblocked  amp  reported,Lewisham,sexual_orientation,2022-11-18 19:00:35+00:00,51.4624292,-0.0101787
  how about meeting some women  carers  cleaners  catering staff  teaching assistants  n#starsinourschools,Islington,sexism,2022-11-18 17:16:19+00:00,51.5384287,-0.0999051
 we re talking about semitic population  what has china got to do  are chinese stealing lands of palestinians    oppresing them  china oppress muslims too  #uyghurs  nislam is a good item for oppressors  ,City of London,racism,2022-11-18 15:22:25+00:00,51.5156177,-0.0919983
 bot more like ,Barnet,disability,2022-11-18 13:23:24+00:00,51.65309,-0.2002261
 messed up his career because of a girl,Barnet,sexism,2022-11-18 13:22:33+00:00,51.65309,-0.2002261
the qa haha tar world cup  the atrocities before the tournament far outweigh this  this will help to emphasise the cruelty of their oppressive regime  fans wont be merry  and they will have their senses about them  bring on the protests  #qatarworldcup     #boycottqatar      ,Hillingdon,racism,2022-11-18 11:38:50+00:00,51.542519299999995,-0.44833493117949663
 skimmed profits  amp  parked them offshore  scilian mafia style  ,Poplar,racism,2022-11-18 08:04:54+00:00,51.5110713,-0.0144629
bougie caddisfly larva  ,Hackney,sexism,2022-11-18 02:56:30+00:00,51.5432402,-0.0493621
  n arrogant,Barnet,disability,2022-11-17 23:24:49+00:00,51.65309,-0.2002261
that  last question cannot be answered yet cos in the next   years femi will do the same  ,Romford,sexism,2022-11-17 18:53:46+00:00,51.5760462,0.1822646
           russian bastards     years ago bastards now bastards always bastards shouldn t be part of europe   ,Poplar,racism,2022-11-17 17:24:32+00:00,51.5110713,-0.0144629
 thought her motto was  women should stay in the kitchen and look after the kids  ,Camden Town,sexism,2022-11-17 12:29:00+00:00,51.5423045,-0.1395604
women are born not worn  ,Paddington,sexism,2022-11-17 11:49:20+00:00,51.5154795,-0.175365
 we all know qatar are all about censorship and control  especially in the media  it s absolutely disgraceful that the world cup is hosted there  n nlet s not also forget that a top journalist and columnist in qatar tweeted this                    ,Lewisham,racism,2022-11-17 11:07:07+00:00,51.4624292,-0.0101787
how to have sex with a fat girl  ,Islington,sexism,2022-11-17 09:44:12+00:00,51.5384287,-0.0999051
 chinese president is not fully paid up wef puppet ,Barnet,racism,2022-11-17 08:03:40+00:00,51.65309,-0.2002261
increased risk of acne and hair growth i women #polycysticsydrome #women #health #gynae #acne #nhs #raisingawareness     ,City of London,sexism,2022-11-17 03:31:56+00:00,51.5156177,-0.0919983
this is one of the most disgusting things humans ever did to animals  if you still only eat meat in      then imagine yourself inside this building trapped for the rest of your life  go veggie  give it a go  even if only a few days per week  small actions make a difference   ,Hillingdon,racism,2022-11-16 23:35:26+00:00,51.542519299999995,-0.44833493117949663
   hate the waistcoats twat,Paddington,sexism,2022-11-16 23:33:40+00:00,51.5154795,-0.175365
 twat,Camberwell,sexism,2022-11-16 22:46:59+00:00,51.4745706,-0.0925416
 me dumb    ,Hillingdon,disability,2022-11-16 22:29:23+00:00,51.542519299999995,-0.44833493117949663
most of my chinese peers at school don t have siblings because  in their own words   our parents were the victims of the one child policy of china    ,Camden Town,racism,2022-11-16 17:35:17+00:00,51.5423045,-0.1395604
 totally understandable  muldoon,Lewisham,disability,2022-11-16 11:21:21+00:00,51.4624292,-0.0101787
bridgy mcbridge face  nobviously   snv,Lambeth,disability,2022-11-16 10:27:36+00:00,51.4952111,-0.1163354
   no  less likely to than men  intentionally or otherwise ,Lambeth,sexism,2022-11-16 08:00:58+00:00,51.4952111,-0.1163354
i m so sick and tired of men being in charge of the world  they always cock everything up  #elephantintheroom #nato #russia #ukraine,Wandsworth,sexism,2022-11-16 03:38:20+00:00,51.4570271,-0.1932607
  i think china is distancing now,Lewisham,racism,2022-11-15 21:02:55+00:00,51.4624292,-0.0101787
 twat,Barnet,sexism,2022-11-15 20:32:16+00:00,51.65309,-0.2002261
 theymi lovfaggto swept  the afterparty toilet ,Hackney,sexual_orientation,2022-11-15 20:14:12+00:00,51.5432402,-0.0493621
   little cunt,Bromley,sexism,2022-11-15 19:20:41+00:00,51.4028046,0.0148142
 never thought the war would go into another winter  we have to sanction russia more  make the ordinary citizens understand that they will go without items because of this  stupid  terrorist war putin and his henchmen are waging  g   should become g   this week ,Barnet,racism,2022-11-15 19:13:47+00:00,51.65309,-0.2002261
how females be on the phone   ,London,sexism,2022-11-15 19:07:47+00:00,51.5073359,-0.12765
